i,e
0,2.9848222212827125
1,2.9848222212827125
2,1.3761467889908232
3,1.37826068574811
4,1.37826068574811
5,1.1478459392043305
6,0.9174311926605512
7,0.918488141039191
8,0.9174311926605512
9,0.9174311926605512
10,0.9174311926605512
11,0.9174311926605512
12,0.9174311926605512
13,0.9174311926605512
14,0.6880733944954116
15,0.6880733944954116
16,0.6880733944954116
17,0.6880733944954116
18,0.6880733944954116
19,0.6880733944954116
20,0.6880733944954116
21,0.6880733944954116
22,0.6880733944954116
23,0.6880733944954116
24,0.6880733944954116
25,0.6880733944954116
26,0.6880733944954116
27,0.6880733944954116
28,0.6880733944954116
29,0.6880733944954116
30,0.6880733944954116
31,0.6880733944954116
32,0.6880733944954116
33,0.6880733944954116
34,0.6880733944954116
35,0.6880733944954116
36,0.6880733944954116
37,0.6880733944954116
38,0.6880733944954116
39,0.6880733944954116
40,0.6880733944954116
41,0.6880733944954116
42,0.6880733944954116
43,0.6880733944954116
44,0.6880733944954116
45,0.6880733944954116
46,0.6880733944954116
47,0.6880733944954116
48,0.6880733944954116
49,0.6880733944954116
50,0.6880733944954116
51,0.6880733944954116
52,0.6880733944954116
53,0.6880733944954116
54,0.6880733944954116
55,0.6880733944954116
56,0.6880733944954116
57,0.6880733944954116
58,0.6880733944954116
59,0.6880733944954116
60,0.6880733944954116
61,0.6880733944954116
62,0.6880733944954116
63,0.6880733944954116
64,0.6880733944954116
65,0.6880733944954116
66,0.6880733944954116
67,0.6880733944954116
68,0.6880733944954116
69,0.6880733944954116
70,0.6880733944954116
71,0.6880733944954116
72,0.6880733944954116
73,0.6880733944954116
74,0.6880733944954116
75,0.6880733944954116
76,0.6880733944954116
77,0.6880733944954116
78,0.6880733944954116
79,0.6880733944954116
80,0.6880733944954116
81,0.6880733944954116
82,0.6880733944954116
83,0.6880733944954116
84,0.6880733944954116
85,0.6880733944954116
86,0.6880733944954116
87,0.6880733944954116
88,0.6880733944954116
89,0.6880733944954116
90,0.6880733944954116
91,0.6880733944954116
92,0.6880733944954116
93,0.6880733944954116
94,0.6880733944954116
95,0.6880733944954116
96,0.6880733944954116
97,0.6880733944954116
98,0.6880733944954116
99,0.6880733944954116
100,0.6880733944954116
101,0.6880733944954116
102,0.6880733944954116
103,0.6880733944954116
104,0.6880733944954116
105,0.6880733944954116
106,0.6880733944954116
107,0.6880733944954116
108,0.6880733944954116
109,0.6880733944954116
110,0.6880733944954116
111,0.6880733944954116
112,0.6880733944954116
113,0.6880733944954116
114,0.6880733944954116
115,0.6880733944954116
116,0.6880733944954116
117,0.6880733944954116
118,0.6880733944954116
119,0.6880733944954116
120,0.6880733944954116
121,0.6880733944954116
122,0.6880733944954116
123,0.6880733944954116
124,0.6880733944954116
125,0.6880733944954116
126,0.6880733944954116
127,0.6880733944954116
128,0.6880733944954116
129,0.6880733944954116
130,0.6880733944954116
131,0.6880733944954116
132,0.6880733944954116
133,0.6880733944954116
134,0.6880733944954116
135,0.6880733944954116
136,0.6880733944954116
137,0.6880733944954116
138,0.6880733944954116
139,0.6880733944954116
140,0.6880733944954116
141,0.6880733944954116
142,0.6880733944954116
143,0.6880733944954116
144,0.6880733944954116
145,0.6880733944954116
146,0.6880733944954116
147,0.6880733944954116
148,0.6880733944954116
149,0.6880733944954116
150,0.6880733944954116
151,0.6880733944954116
152,0.6880733944954116
153,0.6880733944954116
154,0.6880733944954116
155,0.6880733944954116
156,0.6880733944954116
157,0.6880733944954116
158,0.6880733944954116
159,0.6880733944954116
160,0.6880733944954116
161,0.6880733944954116
162,0.6880733944954116
163,0.6880733944954116
